"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
1010761,"December 19, 2017",Maryland,Joppa,"1900 block of Atkisson Rd",1,0,N/A,39.449157,-76.351881,0.33,place,,,,,Joppa,MD,"Harford County",21085,US,"TIGER/Line® dataset from the US Census Bureau"
1011880,"December 19, 2017",Arkansas,"Little Rock","West 32nd Street and South Izard Street",0,1,N/A,34.717725,-92.284069,1,intersection,,"S Izard St",,,"Little Rock",AR,"Pulaski County",72206,US,"TIGER/Line® dataset from the US Census Bureau"
1010754,"December 19, 2017",Arkansas,Mulberry,"100 block of Reynolds St",1,0,N/A,35.565805,-94.124776,0.33,place,,,,,Mulberry,AR,"Crawford County",72947,US,"TIGER/Line® dataset from the US Census Bureau"
1011326,"December 19, 2017",Florida,Hastings,"Vaughn Ave",0,0,N/A,29.68875,-81.406081,0.33,place,,,,,Hastings,FL,"St. Johns County",32145,US,"TIGER/Line® dataset from the US Census Bureau"
1011322,"December 19, 2017",Wisconsin,Milwaukee,"4100 block of N 16th St",1,0,N/A,43.043213,-87.894734,0.33,place,,,,,Milwaukee,WI,"Milwaukee County",53202,US,"TIGER/Line® dataset from the US Census Bureau"
1011324,"December 19, 2017",Ohio,Canton,"1200 block of 20th St NE",0,0,N/A,40.79979,-81.375811,0.33,place,,,,,Canton,OH,"Stark County",44702,US,"TIGER/Line® dataset from the US Census Bureau"
1010900,"December 19, 2017",Georgia,Savannah,"E Anderson St and Habersham St",0,1,N/A,32.06132,-81.093798,1,intersection,,"E Anderson St",,,Savannah,GA,"Chatham County",31401,US,"TIGER/Line® dataset from the US Census Bureau"
1010473,"December 19, 2017","North Carolina","New Bern","1000 block of George St",0,0,N/A,35.125849,-76.977181,0.33,place,,,,,"New Bern",NC,"Craven County",28560,US,"TIGER/Line® dataset from the US Census Bureau"
1011561,"December 19, 2017",Georgia,"Atlanta (East Point)","1900 Delowe Stanton Acces Rd",0,0,N/A,33.698076,-84.451864,1,rooftop,1900,"Delowe Stanton Access Rd",,,Atlanta,GA,"Fulton County",30344,US,Fulton
1011520,"December 19, 2017",Florida,"Port Saint Lucie","1500 block of SE Tiffany Club Pl",0,0,N/A,27.312492,-80.313322,0.33,place,,,,,"Port Saint Lucie",FL,"St. Lucie County",34952,US,"TIGER/Line® dataset from the US Census Bureau"
1010678,"December 19, 2017",Georgia,Augusta,"Gordon Hwy",0,1,N/A,33.451851,-82.046937,1,street_center,,"Gordon Hwy",,,Augusta,GA,"Richmond County",30909,US,"TIGER/Line® dataset from the US Census Bureau"
1011291,"December 19, 2017",Michigan,"Mount Morris","6255 Neff Rd",0,1,N/A,43.097217,-83.714191,1,range_interpolation,6255,"Neff Rd",,,"Mount Morris",MI,"Genesee County",48458,US,"TIGER/Line® dataset from the US Census Bureau"
1010669,"December 19, 2017",Ohio,Dayton,"201 Kiser St",0,0,N/A,39.775108,-84.179607,1,rooftop,201,"Kiser St",,,Dayton,OH,"Montgomery County",45404,US,Montgomery
1011938,"December 19, 2017",Minnesota,"Saint Paul","1300 block of Western Ave N",0,1,N/A,44.951483,-93.090649,0.33,place,,,,,"Saint Paul",MN,"Ramsey County",55101,US,"TIGER/Line® dataset from the US Census Bureau"
1010636,"December 19, 2017",Georgia,"Forest Park","4000 Block of Jonesboro Rd",1,0,N/A,33.611509,-84.374496,0.33,place,,,,,"Forest Park",GA,"Clayton County",30297,US,"TIGER/Line® dataset from the US Census Bureau"
1010282,"December 19, 2017",Oklahoma,"Oklahoma City","NW 10th St and N Blackwelder Ave",1,0,N/A,35.478719,-97.538933,1,intersection,,"N Blackwelder Ave",,,"Oklahoma City",OK,"Oklahoma County",73106,US,"TIGER/Line® dataset from the US Census Bureau"
1010072,"December 19, 2017","New York","New York (Manhattan)","729 Seventh Ave",1,0,N/A,40.760112,-73.983754,1,rooftop,729,"7th Ave",,,"New York",NY,"New York County",10019,US,"City of New York"
1010611,"December 19, 2017",Indiana,Evansville,"N Elliott St and E Franklin St",0,0,N/A,37.980013,-87.557786,0.8,intersection,,"E Franklin St",,,Evansville,IN,"Vanderburgh County",47711,US,"TIGER/Line® dataset from the US Census Bureau"
1010906,"December 19, 2017",Illinois,Chicago,"8100 S Coles Ave",0,1,N/A,41.748196,-87.549544,1,rooftop,8100,"S Coles Ave",,,Chicago,IL,"Cook County",60617,US,"City of Chicago"
1010607,"December 19, 2017",Michigan,Lansing,"2700 block of Marion Avenue",2,0,N/A,42.599184,-84.371973,0.33,place,,,,,Lansing,MI,"Ingham County",48901,US,"TIGER/Line® dataset from the US Census Bureau"
1010603,"December 19, 2017",Ohio,Canton,"1200 block of Louisiana NW",0,0,N/A,40.79979,-81.375811,0.33,place,,,,,Canton,OH,"Stark County",44702,US,"TIGER/Line® dataset from the US Census Bureau"
1034228,"December 19, 2017",Maryland,Baltimore,"500 block of Wellesley St",0,1,N/A,39.296536,-76.623489,0.33,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1010883,"December 19, 2017",Louisiana,"New Orleans","1000 block of Odeon Avenue",1,0,N/A,29.958304,-90.077,0.33,place,,,,,"New Orleans",LA,"Orleans Parish",70112,US,"TIGER/Line® dataset from the US Census Bureau"
1014124,"December 19, 2017",Louisiana,"New Orleans","Washington Ave and S Rocheblave St",0,1,N/A,29.948726,-90.099136,1,intersection,,"S Rocheblave St",,,"New Orleans",LA,"Orleans Parish",70125,US,"TIGER/Line® dataset from the US Census Bureau"
1010592,"December 19, 2017",Michigan,Saginaw,"141 Camelot Dr",0,1,N/A,43.405139,-84.012926,1,range_interpolation,141,"Camelot Dr",,,Saginaw,MI,"Saginaw County",48638,US,"TIGER/Line® dataset from the US Census Bureau"
1011841,"December 19, 2017",Wisconsin,"Wisconsin Rapids","1200 block of High St",0,1,N/A,44.340837,-89.73492,0.33,place,,,,,"Wisconsin Rapids",WI,"Wood County",54494,US,"TIGER/Line® dataset from the US Census Bureau"
1011221,"December 19, 2017",Washington,Moxee,"500 block of Chappel Ln",1,0,N/A,46.538212,-120.1437,0.33,place,,,,,Moxee,WA,"Yakima County",98936,US,"TIGER/Line® dataset from the US Census Bureau"
1010589,"December 19, 2017","North Carolina",Wilmington,"N 30th St",0,2,N/A,34.271985,-77.963628,0.33,place,,,,,Wilmington,NC,"New Hanover County",28401,US,"TIGER/Line® dataset from the US Census Bureau"
1016583,"December 19, 2017","North Carolina",Chadbourn,"Jackson St",0,1,N/A,35.37263,-83.226684,1,street_center,,"Jackson St",,,Sylva,NC,"Jackson County",28779,US,"TIGER/Line® dataset from the US Census Bureau"
1010580,"December 19, 2017",Texas,Houston,"Airline Dr",0,1,N/A,29.855853,-95.384487,1,street_center,,"Airline Dr",,,Houston,TX,"Harris County",77076,US,"TIGER/Line® dataset from the US Census Bureau"
1011799,"December 19, 2017",Virginia,Norfolk,"Lafayette Blvd",0,1,N/A,36.876687,-76.258998,1,street_center,,"Lafayette Blvd",,,Norfolk,VA,"Norfolk City",23509,US,"TIGER/Line® dataset from the US Census Bureau"
1011212,"December 19, 2017",Washington,Yakima,"1300 block of Garfield Ave",0,0,N/A,46.722625,-120.406039,0.33,place,,,,,Yakima,WA,"Yakima County",98901,US,"TIGER/Line® dataset from the US Census Bureau"
1025022,"December 19, 2017",Connecticut,Haddam,"Killingworth Rd",0,1,N/A,41.465451,-72.557147,1,street_center,,"Killingworth Rd",,,Higganum,CT,"Middlesex County",06441,US,"TIGER/Line® dataset from the US Census Bureau"
1011198,"December 19, 2017",Washington,Redmond,"16000 block of Cleveland St",2,0,N/A,47.678756,-122.121034,0.33,place,,,,,Redmond,WA,"King County",98052,US,"TIGER/Line® dataset from the US Census Bureau"
1010556,"December 19, 2017",Pennsylvania,"Pittsburgh (Homewood)","7500 block of Hamilton Ave",0,1,N/A,40.813953,-80.32923,0.27,place,,,,,Homewood,PA,"Beaver County",15010,US,"TIGER/Line® dataset from the US Census Bureau"
1011142,"December 19, 2017",Maryland,Baltimore,N/A,0,1,N/A,39.296536,-76.623489,1,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1011046,"December 19, 2017",Tennessee,Nashville,"3276 Ezell Pike",0,1,N/A,36.085295,-86.688603,1,range_interpolation,3276,"Ezell Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
1011193,"December 19, 2017",Pennsylvania,Pittsburgh,"200 block of Millbridge St",0,1,N/A,40.47441,-79.950968,0.33,place,,,,,Pittsburgh,PA,"Allegheny County",15201,US,"TIGER/Line® dataset from the US Census Bureau"
1010159,"December 19, 2017",Florida,Orlando,"7618 Forest City Rd",1,1,N/A,28.626635,-81.415768,1,rooftop,7618,"Forest City Rd",,,Orlando,FL,"Orange County",32810,US,"Orange County"
1010507,"December 19, 2017",Pennsylvania,Chester,"900 block of Tilhman St",0,1,N/A,39.930066,-75.249113,0.8,rooftop,900,"Bullock Ave",,,Lansdowne,PA,"Delaware County",19050,US,Delaware
1010521,"December 19, 2017",Virginia,"Newport News","500 block of Michael Irvin Dr",0,1,N/A,37.058296,-76.463471,0.33,place,,,,,"Newport News",VA,"Newport News City",23601,US,"TIGER/Line® dataset from the US Census Bureau"
1012699,"December 19, 2017",Louisiana,Slidell,"Indian Village Rd",0,0,N/A,30.256385,-89.688986,1,street_center,,"Indian Village Rd",,,Slidell,LA,"St. Tammany Parish",70461,US,"TIGER/Line® dataset from the US Census Bureau"
1010519,"December 19, 2017",Pennsylvania,Chester,"1200 block of W 8th St",0,1,N/A,39.848163,-75.378098,0.33,place,,,,,Chester,PA,"Delaware County",19013,US,"TIGER/Line® dataset from the US Census Bureau"
1012621,"December 19, 2017","South Carolina",Orangeburg,"Mount Hope Dr",0,0,N/A,33.490935,-80.821825,0.33,place,,,,,Orangeburg,SC,"Orangeburg County",29115,US,"TIGER/Line® dataset from the US Census Bureau"
1011105,"December 19, 2017",Maryland,Edgewood,"Harford Square Dr and C Ct",0,1,N/A,39.420184,-76.318964,1,street_center,,"Harford Square Dr",,,Edgewood,MD,"Harford County",21040,US,"TIGER/Line® dataset from the US Census Bureau"
1010851,"December 19, 2017",Missouri,"Saint Louis","N Tucker Blvd and Cass Ave",0,1,N/A,38.640965,-90.193221,0.73,intersection,,"Cass Ave",,,"Saint Louis",MO,"St. Louis City",63106,US,"TIGER/Line® dataset from the US Census Bureau"
1011167,"December 19, 2017",California,"Los Angeles","8400 block of Sepulveda Blvd",0,0,N/A,33.973951,-118.248405,0.33,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau"
1010480,"December 19, 2017",Indiana,"Indianapolis (Lawrence)","10625 Pendleton Pike A12",0,2,N/A,39.858138,-85.97873,0.9,rooftop,10625,"Pendleton Pike",Ste,A12,Indianapolis,IN,"Marion County",46236,US,Statewide
1011153,"December 19, 2017",Pennsylvania,Philadelphia,"1300 block of Stanley St",0,1,N/A,40.001811,-75.11787,0.33,place,,,,,Philadelphia,PA,"Philadelphia County",19101,US,"TIGER/Line® dataset from the US Census Bureau"
1011147,"December 19, 2017",Pennsylvania,Philadelphia,"2700 Dickinson St",1,0,N/A,39.934321,-75.189578,1,rooftop,2700,"Dickinson St",,,Philadelphia,PA,"Philadelphia County",19146,US,Philadelphia
1011145,"December 19, 2017",Maryland,Baltimore,"1538 Havenwood Rd",0,0,N/A,39.340792,-76.592649,1,range_interpolation,1538,"Havenwood Rd",,,Baltimore,MD,"Baltimore City",21218,US,"TIGER/Line® dataset from the US Census Bureau"
1010440,"December 19, 2017",California,"Los Angeles (Leimert Park)","Crenshaw Boulevard and Homeland Drive",0,2,N/A,34.005364,-118.33376,0.97,intersection,,"Crenshaw Blvd",,,"Los Angeles",CA,"Los Angeles County",90008,US,"TIGER/Line® dataset from the US Census Bureau"
1011107,"December 19, 2017",Missouri,Linn,"1212 E Main St",0,0,N/A,38.475361,-91.837239,1,rooftop,1212,"E Main St",,,Linn,MO,"Osage County",65051,US,Osage
1010437,"December 19, 2017",Pennsylvania,Johnstown,"200 block of Lunen St",0,0,N/A,40.346607,-78.946134,0.72,nearest_rooftop_match,162,"H St",,,Johnstown,PA,"Cambria County",15906,US,Cambria
1010434,"December 19, 2017",Washington,"Seattle (Lake City)","1000 block of NE 125th St",0,1,N/A,47.610902,-122.336422,0.33,place,,,,,Seattle,WA,"King County",98101,US,"TIGER/Line® dataset from the US Census Bureau"
1011102,"December 19, 2017",Missouri,Nixa,"200 block of Preakness Dr",0,0,N/A,37.04339,-93.29435,0.33,place,,,,,Nixa,MO,"Christian County",65714,US,"TIGER/Line® dataset from the US Census Bureau"
1012568,"December 19, 2017",Georgia,Moultrie,"200 Block of Dogwood Dr",0,0,N/A,31.183438,-83.789698,0.33,place,,,,,Moultrie,GA,"Colquitt County",31768,US,"TIGER/Line® dataset from the US Census Bureau"
1011729,"December 19, 2017","North Carolina","Elizabeth City","700 block of Herrington Road",0,2,N/A,36.285388,-76.213284,0.33,place,,,,,"Elizabeth City",NC,"Pasquotank County",27906,US,"TIGER/Line® dataset from the US Census Bureau"
1010429,"December 19, 2017",Kentucky,Louisville,"2800 block of Garland Ave",0,1,N/A,38.25247,-85.753812,0.33,place,,,,,Louisville,KY,"Jefferson County",40202,US,"TIGER/Line® dataset from the US Census Bureau"
1010423,"December 19, 2017",Kentucky,Louisville,"1400 block of Hemlock",0,1,N/A,38.25247,-85.753812,0.33,place,,,,,Louisville,KY,"Jefferson County",40202,US,"TIGER/Line® dataset from the US Census Bureau"
1011082,"December 19, 2017",Tennessee,Jackson,"Brianfield Dr",0,1,N/A,35.664079,-88.83451,1,street_center,,"Brianfield Dr",,,Jackson,TN,"Madison County",38305,US,"TIGER/Line® dataset from the US Census Bureau"
1010399,"December 19, 2017",Tennessee,Memphis,"920 Estate Dr",0,1,N/A,35.106423,-89.883785,1,rooftop,920,"Estate Dr",,,Memphis,TN,"Shelby County",38119,US,"City of Memphis"
1011069,"December 19, 2017",Tennessee,Chattanooga,"700 block of N Holly St",0,1,N/A,35.015716,-85.397575,0.78,nearest_rooftop_match,708,"Black Creek Dr",,,Chattanooga,TN,"Hamilton County",37419,US,"City of Chattanooga"
1011061,"December 19, 2017",Tennessee,Chattanooga,"4100 block of Highland Ave",0,1,N/A,35.017818,-85.206426,0.33,place,,,,,Chattanooga,TN,"Hamilton County",37401,US,"TIGER/Line® dataset from the US Census Bureau"
1011041,"December 19, 2017",Pennsylvania,Johnstown,"100 block of Hickory St",0,0,N/A,40.280658,-78.946938,0.78,nearest_rooftop_match,112,"Stow Ln",,,Johnstown,PA,"Somerset County",15905,US,Somerset
1011027,"December 19, 2017",Tennessee,Nashville,"5445 Nolensville Pike",1,0,N/A,36.050604,-86.714309,1,range_interpolation,5445,"Nolensville Pike",,,Nashville,TN,"Davidson County",37211,US,"TIGER/Line® dataset from the US Census Bureau"
1010074,"December 19, 2017","New York","Corona (Queens)","125th St and 95th Ave",1,0,N/A,40.693819,-73.82211,1,intersection,,"125th St",,,"South Richmond Hill",NY,"Queens County",11419,US,"TIGER/Line® dataset from the US Census Bureau"
1010619,"December 19, 2017",Ohio,Cleveland,"15504 Waterloo Rd",0,3,N/A,41.570282,-81.572179,1,rooftop,15504,"Waterloo Rd",,,Cleveland,OH,"Cuyahoga County",44110,US,Cuyahoga
1010335,"December 19, 2017",Tennessee,Nashville,"22nd Ave N",1,0,N/A,35.656158,-80.495142,0.43,range_interpolation,22,"W D Ave",,,Salisbury,NC,"Rowan County",28144,US,"TIGER/Line® dataset from the US Census Bureau"
1010331,"December 19, 2017",Tennessee,Nashville,"1100 block of Leland Dr",0,1,N/A,36.165688,-86.778098,0.33,place,,,,,Nashville,TN,"Davidson County",37201,US,"TIGER/Line® dataset from the US Census Bureau"
1011001,"December 19, 2017","New Jersey","Morris Plains","Hanover Ave and Speedwell Ave",0,0,N/A,40.821953,-74.481375,0.8,intersection,,"Hanover Ave",,,"Morris Plains",NJ,"Morris County",07950,US,"TIGER/Line® dataset from the US Census Bureau"
1011296,"December 19, 2017",Oklahoma,Muldrow,"109 9th St",0,1,N/A,35.402804,-94.598445,1,range_interpolation,109,"9th St",,,Muldrow,OK,"Sequoyah County",74948,US,"TIGER/Line® dataset from the US Census Bureau"
1012477,"December 19, 2017",Georgia,Athens,"N Ridge Dr",0,0,N/A,33.99795,-83.422273,1,street_center,,"N Ridge Dr",,,Athens,GA,"Clarke County",30607,US,"TIGER/Line® dataset from the US Census Bureau"
1011021,"December 19, 2017",Indiana,"South Bend","W Lasalle Ave and N Lafayette Blvd",0,0,N/A,41.679055,-86.253637,1,intersection,,"N Lafayette Blvd",,,"South Bend",IN,"St. Joseph County",46601,US,"TIGER/Line® dataset from the US Census Bureau"
1011684,"December 19, 2017",Missouri,Joplin,"S Grand Ave",1,0,N/A,37.054426,-94.510232,0.87,street_center,,"S Grand",,,Joplin,MO,"Newton County",64804,US,"TIGER/Line® dataset from the US Census Bureau"
1210223,"December 19, 2017",Indiana,"Fort Wayne",N/A,0,1,N/A,39.830127,-84.927852,0.9,street_center,,"NW A",,,Richmond,IN,"Wayne County",47374,US,"TIGER/Line® dataset from the US Census Bureau"
1010229,"December 19, 2017",California,Klamath,"US 101",0,0,N/A,41.650221,-124.114576,1,street_center,,"US Hwy 101",,,Klamath,CA,"Del Norte County",95548,US,"TIGER/Line® dataset from the US Census Bureau"
1010554,"December 19, 2017",Pennsylvania,Pittsburgh,"Bates St and 2nd Ave",1,0,N/A,40.431135,-79.959203,0.93,intersection,,"2nd Ave",,,Pittsburgh,PA,"Allegheny County",15213,US,"TIGER/Line® dataset from the US Census Bureau"
1011933,"December 19, 2017",California,Castroville,N/A,0,0,N/A,36.782556,-121.735759,0.33,place,,,,,Castroville,CA,"Monterey County",95012,US,"TIGER/Line® dataset from the US Census Bureau"
1012432,"December 19, 2017","South Carolina",Lamar,"Bay Branch Rd",0,0,N/A,34.149582,-80.037184,1,street_center,,"Bay Branch Rd",,,Lamar,SC,"Darlington County",29069,US,"TIGER/Line® dataset from the US Census Bureau"
1010976,"December 19, 2017",California,"Corte Madera","San Clemente Dr",0,1,N/A,37.920769,-122.509966,1,street_center,,"San Clemente Dr",,,"Corte Madera",CA,"Marin County",94925,US,"TIGER/Line® dataset from the US Census Bureau"
1011526,"December 19, 2017",Florida,"Cape Coral","NE 9th Ct",0,0,N/A,26.65572,-81.95506,1,street_center,,"NE 9th Ct",,,"Cape Coral",FL,"Lee County",33909,US,"TIGER/Line® dataset from the US Census Bureau"
1010974,"December 19, 2017",California,Vacaville,"Marhkam Ave and E Monte Vista Ave",0,1,N/A,38.333133,-121.920151,1,place,,,,,Vacaville,CA,"Solano County",95687,US,"TIGER/Line® dataset from the US Census Bureau"
1011111,"December 19, 2017",Maryland,Aberdeen,"111 Mt Royal Ave",0,0,N/A,39.515402,-76.164525,1,rooftop,111,"Mt Royal Ave",,,Aberdeen,MD,"Harford County",21001,US,Harford
1011472,"December 19, 2017",Illinois,Decatur,"701 W Grand Ave",0,0,N/A,39.854343,-88.964844,1,rooftop,701,"W Grand Ave",,,Decatur,IL,"Macon County",62522,US,Macon
1012884,"December 19, 2017",Colorado,Aurora,"900 block of S Crystal Way",0,1,N/A,39.739249,-104.862881,0.33,place,,,,,Aurora,CO,"Arapahoe County",80010,US,"TIGER/Line® dataset from the US Census Bureau"
1010792,"December 19, 2017",Connecticut,Plainfield,"Deibler Ln and Black Hill Rd",1,0,N/A,41.714113,-71.927262,0.85,intersection,,"Black Hill Rd",,,Plainfield,CT,"Windham County",06374,US,"TIGER/Line® dataset from the US Census Bureau"
1256798,"December 19, 2017",Illinois,Chicago,"10100 block of S Oglesby Ave",0,0,N/A,41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
1012076,"December 19, 2017",Illinois,Rockford,"700 block of S Mulford Rd",0,1,N/A,42.33342,-89.157198,0.33,place,,,,,Rockford,IL,"Winnebago County",61101,US,"TIGER/Line® dataset from the US Census Bureau"
1010271,"December 19, 2017",Illinois,Chicago,"7200 S Sangamon St",0,1,N/A,41.763203,-87.648358,1,rooftop,7200,"S Sangamon St",,,Chicago,IL,"Cook County",60621,US,"City of Chicago"
1010269,"December 19, 2017",Kentucky,Louisville,"1700 block of Lafayette Drive",0,1,N/A,38.25247,-85.753812,0.33,place,,,,,Louisville,KY,"Jefferson County",40202,US,"TIGER/Line® dataset from the US Census Bureau"
1010265,"December 19, 2017",California,"Morgan Hill","Butterfield Blvd and E Main Ave",0,0,N/A,37.132689,-121.65141,1,intersection,,"Butterfield Blvd",,,"Morgan Hill",CA,"Santa Clara County",95037,US,"TIGER/Line® dataset from the US Census Bureau"
1013029,"December 19, 2017",Kansas,Salina,"122 N Santa Fe Ave",0,0,N/A,38.841484,-97.608723,1,rooftop,122,"N Santa Fe Ave",,,Salina,KS,"Saline County",67401,US,"City of Salina"
1011284,"December 19, 2017",California,"San Diego","20th St and E St",0,1,N/A,32.714726,-117.145842,1,intersection,,"20th St",,,"San Diego",CA,"San Diego County",92102,US,"TIGER/Line® dataset from the US Census Bureau"
1010462,"December 19, 2017",Washington,Spokane,"2015 10th Ave",1,1,N/A,47.646277,-117.442375,0.9,rooftop,2015,"W 10th Ave",,,Spokane,WA,"Spokane County",99204,US,"City of Spokane"
1010805,"December 19, 2017",Texas,"The Colony","5500 block of Rice St",1,0,N/A,33.077136,-96.901605,0.33,place,,,,,"The Colony",TX,"Denton County",75056,US,"TIGER/Line® dataset from the US Census Bureau"
1010255,"December 19, 2017",Mississippi,Jayess,"Frog Ridge Rd",1,1,N/A,31.473386,-90.227933,1,street_center,,"Frog Ridge Rd",,,Jayess,MS,"Lawrence County",39641,US,"TIGER/Line® dataset from the US Census Bureau"
1012318,"December 19, 2017",Ohio,Cleveland,"Carl Ave",0,1,N/A,41.521756,-81.645746,1,street_center,,"Carl Ave",,,Cleveland,OH,"Cuyahoga County",44103,US,"TIGER/Line® dataset from the US Census Bureau"
1010238,"December 19, 2017",Alabama,Birmingham,"6th Avenue North",0,1,N/A,33.56443,-86.716295,1,street_center,,"6th Ave Aly",,,Birmingham,AL,"Jefferson County",35206,US,"TIGER/Line® dataset from the US Census Bureau"
1010739,"December 19, 2017",Louisiana,"New Orleans","900 block of N Rocheblave St",0,2,N/A,29.958304,-90.077,0.33,place,,,,,"New Orleans",LA,"Orleans Parish",70112,US,"TIGER/Line® dataset from the US Census Bureau"
1011404,"December 19, 2017",Nevada,"Las Vegas","3644 S Fort Apache Rd",1,0,N/A,36.123069,-115.295893,1,rooftop,3644,"S Ft Apache Rd",,,"Las Vegas",NV,"Clark County",89147,US,Clark
1010939,"December 19, 2017",Illinois,"Prospect Heights","1100 Cove Dr",0,1,N/A,42.105403,-87.901606,1,rooftop,1100,"Cove Dr",,,"Prospect Heights",IL,"Cook County",60070,US,Cook
1010189,"December 19, 2017",Florida,Jacksonville,"8255 Dix Ellis Trl",1,0,N/A,30.219583,-81.572041,1,rooftop,8255,"Dix Ellis Trl",,,Jacksonville,FL,"Duval County",32256,US,Duval
1010516,"December 19, 2017",Virginia,Hampton,"300 block of Lynnhaven Dr",0,1,N/A,37.072658,-76.38992,0.33,place,,,,,Hampton,VA,"Hampton City",23630,US,"TIGER/Line® dataset from the US Census Bureau"
1010794,"December 19, 2017",Connecticut,"Mansfield Center","Storrs Rd and Mountain Rd",0,1,N/A,41.757229,-72.200243,0.59,intersection,,"Mountain Rd",,,"Mansfield Center",CT,"Tolland County",06250,US,"TIGER/Line® dataset from the US Census Bureau"
1010308,"December 19, 2017","South Dakota",Brandon,"301 S Splitrock Blvd",0,0,N/A,43.592216,-96.573957,1,rooftop,301,"S Splitrock Blvd",,,Brandon,SD,"Minnehaha County",57005,US,Minnehaha
1011151,"December 19, 2017",Maryland,Baltimore,"2400 block of East Monument St",0,0,N/A,39.296536,-76.623489,0.33,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1012816,"December 19, 2017","New York",Newburgh,"S Lander St and Carson Ave",0,0,N/A,41.493863,-74.013074,1,intersection,,"Carson Ave",,,Newburgh,NY,"Orange County",12550,US,"TIGER/Line® dataset from the US Census Bureau"
1013655,"December 19, 2017",Indiana,"Michigan City","Vail St and Fir St",0,0,N/A,41.716211,-86.882949,0.99,intersection,,"Fir St",,,"Michigan City",IN,"Laporte County",46360,US,"TIGER/Line® dataset from the US Census Bureau"
1010915,"December 19, 2017",Kentucky,Elizabethtown,"1111 N Dixie Hwy",1,0,N/A,37.716799,-85.876235,0.87,rooftop,1111,"N Dixie Ave",,,Elizabethtown,KY,"Hardin County",42701,US,Hardin
1010913,"December 19, 2017","New York",Brooklyn,"Hoyt St and Fulton St",0,0,N/A,40.69056,-73.985104,0.89,intersection,,"Fulton St",,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
1017579,"December 19, 2017",Pennsylvania,Chester,"112 E 22nd St",0,1,N/A,39.865425,-75.366035,1,rooftop,112,"E 22nd St",,,Chester,PA,"Delaware County",19013,US,Delaware
1010176,"December 19, 2017",Alabama,Birmingham,"2400 block of S.J. Bennett Drive",0,1,N/A,33.456412,-86.801904,0.33,place,,,,,Birmingham,AL,"Jefferson County",35201,US,"TIGER/Line® dataset from the US Census Bureau"
1010181,"December 19, 2017",Florida,Palatka,"N 23rd St",0,1,N/A,29.650019,-81.649334,0.6,street_center,,"State Hwy 100",,,Palatka,FL,"Putnam County",32177,US,"TIGER/Line® dataset from the US Census Bureau"
1010928,"December 19, 2017","New York",Buffalo,"50 block of Castle Pl",0,1,N/A,42.912958,-78.809453,1,rooftop,50,Block,,,Buffalo,NY,"Erie County",14211,US,Erie
1011484,"December 19, 2017",Georgia,Swainsboro,N/A,1,0,N/A,32.569871,-82.346181,1,place,,,,,Swainsboro,GA,"Emanuel County",30401,US,"TIGER/Line® dataset from the US Census Bureau"
1010866,"December 19, 2017",Mississippi,Gulfport,"3900 block of 39th Ave",0,0,N/A,30.382966,-89.102426,0.33,place,,,,,Gulfport,MS,"Harrison County",39501,US,"TIGER/Line® dataset from the US Census Bureau"
1010631,"December 19, 2017",Georgia,Atlanta,"I-75 and Courtland St NE",0,0,N/A,33.764645,-84.384113,0.94,intersection,,"Courtland St NE",,,Atlanta,GA,"Fulton County",30308,US,"TIGER/Line® dataset from the US Census Bureau"
1010667,"December 19, 2017",Minnesota,Minneapolis,"5421 Brooklyn Blvd",0,0,N/A,45.054927,-93.325773,1,rooftop,5421,"Brooklyn Blvd",,,Minneapolis,MN,"Hennepin County",55429,US,Hennepin
1010885,"December 19, 2017",Louisiana,"New Orleans","Tennessee St and Urquhart St",0,2,N/A,29.964809,-90.022508,1,intersection,,"Tennessee St",,,"New Orleans",LA,"Orleans Parish",70117,US,"TIGER/Line® dataset from the US Census Bureau"
1010289,"December 19, 2017",Illinois,Chicago,"1700 block of W 89th St",0,1,N/A,41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
1010819,"December 19, 2017",Missouri,Liberty,"S Stewart Rd",2,0,N/A,39.217654,-94.472313,1,street_center,,"S Stewart Rd",,,Liberty,MO,"Clay County",64068,US,"TIGER/Line® dataset from the US Census Bureau"
1010178,"December 19, 2017",Florida,Palatka,"Bronson St and 21st St",0,1,N/A,29.654469,-81.650629,1,intersection,,"21st St",,,Palatka,FL,"Putnam County",32177,US,"TIGER/Line® dataset from the US Census Bureau"
