"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
1016495,"December 28, 2017",Idaho,Caldwell,"2600 block of S Montana Ave",0,1,N/A,43.661908,-116.65629,0.33,place,,,,,Caldwell,ID,"Canyon County",83605,US,"TIGER/Line® dataset from the US Census Bureau"
1016329,"December 28, 2017",Ohio,Columbus,"4790 Hilton Corporate Dr",1,1,N/A,39.935393,-82.868553,1,rooftop,4790,"Hilton Corporate Dr",,,Columbus,OH,"Franklin County",43232,US,Franklin
1016239,"December 28, 2017",Pennsylvania,Boyertown,"114 Cleaver School Rd",1,0,N/A,40.346652,-75.667244,1,rooftop,114,"Cleaver School Rd",,,Boyertown,PA,"Berks County",19512,US,Berks
1015614,"December 28, 2017","District of Columbia",Washington,"950 Eastern Ave NE",1,0,N/A,38.903419,-76.923243,1,rooftop,950,"Eastern Ave NE",,,Washington,DC,"District of Columbia",20019,US,Statewide
1018162,"December 28, 2017",Florida,Tallahassee,"S Monroe St",0,0,N/A,30.421855,-84.280493,1,street_center,,"S Monroe St",,,Tallahassee,FL,"Leon County",32301,US,"TIGER/Line® dataset from the US Census Bureau"
1016254,"December 28, 2017",Illinois,Chicago,"600 N Kedzie Ave",0,1,N/A,41.892079,-87.706808,1,rooftop,600,"N Kedzie Ave",,,Chicago,IL,"Cook County",60612,US,"City of Chicago"
1016162,"December 28, 2017",Florida,"West Palm Beach","822 S 3rd St",2,0,N/A,26.716089,-80.060261,0.8,rooftop,822,"3rd St",,,"West Palm Beach",FL,"Palm Beach County",33401,US,"Palm Beach County"
1020904,"December 28, 2017",Florida,Margate,"2500 Block of Rock Island Rd",0,1,N/A,26.244526,-80.206436,0.3,place,,,,,Margate,FL,"Broward County",33063,US,"TIGER/Line® dataset from the US Census Bureau"
1023371,"December 28, 2017",Tennessee,Gallatin,N/A,0,0,N/A,36.401201,-86.449479,1,place,,,,,Gallatin,TN,"Sumner County",37066,US,"TIGER/Line® dataset from the US Census Bureau"
1015871,"December 28, 2017",Oregon,Troutdale,"1610 NW Frontage Rd",0,1,N/A,45.543436,-122.403223,1,rooftop,1610,"NW Frontage Rd",,,Troutdale,OR,"Multnomah County",97060,US,Portland
1015483,"December 28, 2017","New York",Bronx,"1703 Bronxdale Ave",1,1,N/A,40.845389,-73.85893,1,rooftop,1703,"Bronxdale Ave",,,Bronx,NY,"Bronx County",10462,US,"City of New York"
1015573,"December 28, 2017",Ohio,Columbus,"1913 Lockbourne Rd",1,0,N/A,39.92619,-82.96545,1,rooftop,1913,"Lockbourne Rd",,,Columbus,OH,"Franklin County",43207,US,Franklin
1016194,"December 28, 2017",Michigan,Detroit,"Promenade St",1,0,N/A,42.412957,-82.962876,1,street_center,,"Promenade St",,,Detroit,MI,"Wayne County",48224,US,"TIGER/Line® dataset from the US Census Bureau"
1015907,"December 28, 2017",Florida,Tampa,"3811 N Cortez Cir",1,0,N/A,28.03399,-82.5066,0.87,rooftop,3811,"Cortez Cir",,,Tampa,FL,"Hillsborough County",33614,US,Statewide2
1015798,"December 28, 2017","New York","Rochester (Gates)","Shadywood Dr",0,0,N/A,43.162195,-77.701803,1,street_center,,"Shadywood Dr",,,Rochester,NY,"Monroe County",14606,US,"TIGER/Line® dataset from the US Census Bureau"
1015791,"December 28, 2017",Alabama,Brierfield,"12772 Montevallo Rd",1,0,N/A,33.035589,-86.9743,1,range_interpolation,12772,"Montevallo Rd",,,Brierfield,AL,"Bibb County",35035,US,"TIGER/Line® dataset from the US Census Bureau"
1016171,"December 28, 2017",Indiana,Anderson,"2814 Nichol Ave",0,1,N/A,40.101946,-85.719473,1,rooftop,2814,"Nichol Ave",,,Anderson,IN,"Madison County",46011,US,Madison
1016166,"December 28, 2017",Louisiana,"New Orleans","Memphis St and Clayton Ave",0,1,N/A,29.985125,-90.108292,0.95,intersection,,"Clayton Ave",,,"New Orleans",LA,"Orleans Parish",70124,US,"TIGER/Line® dataset from the US Census Bureau"
1017324,"December 28, 2017",Colorado,"Colorado Springs","3400 block of Afternoon Cir",0,1,N/A,38.883665,-104.896704,0.57,nearest_rooftop_match,3415,"Black Canyon Rd",,,"Colorado Springs",CO,"El Paso County",80904,US,"El Paso"
1016137,"December 28, 2017",California,"Los Angeles","4200 block of S. Corinth Avenue",1,0,N/A,33.973951,-118.248405,0.33,place,,,,,"Los Angeles",CA,"Los Angeles County",90001,US,"TIGER/Line® dataset from the US Census Bureau"
1016131,"December 28, 2017",Arizona,"Sierra Vista","5700 AZ-90",0,0,N/A,31.552592,-110.230194,1,rooftop,5700,"E Highway 90",,,"Sierra Vista",AZ,"Cochise County",85635,US,Cochise
1017740,"December 28, 2017",Texas,Austin,"2200 block of Burton Drive",0,1,N/A,30.268335,-97.741382,0.33,place,,,,,Austin,TX,"Travis County",78701,US,"TIGER/Line® dataset from the US Census Bureau"
1016124,"December 28, 2017",Alabama,Birmingham,"734 Graymont Ave W",0,1,N/A,33.509608,-86.848749,1,rooftop,734,"Graymont Ave W",,,Birmingham,AL,"Jefferson County",35204,US,Jefferson
1015975,"December 28, 2017",Maryland,"Capitol Heights","Kenilworth Ave NE and Eastern Ave NE",1,0,N/A,38.912103,-76.933942,0.9,intersection,,"Eastern Ave NE",,,"Capitol Heights",MD,,20743,US,"TIGER/Line® dataset from the US Census Bureau"
1016358,"December 28, 2017","District of Columbia",Washington,"800 block of Adrian Pl SE",1,0,N/A,38.911936,-77.016719,0.33,place,,,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
1016090,"December 28, 2017",Wisconsin,Milwaukee,"3600 block of N 11th St",0,1,N/A,43.043213,-87.894734,0.33,place,,,,,Milwaukee,WI,"Milwaukee County",53202,US,"TIGER/Line® dataset from the US Census Bureau"
1016178,"December 28, 2017",Florida,Miami,"NW 62nd Ln and NW 12th Ave",1,0,N/A,25.832469,-80.216814,1,intersection,,"NW 12th Ave",,,Miami,FL,"Miami-Dade County",33147,US,"TIGER/Line® dataset from the US Census Bureau"
1016074,"December 28, 2017",Michigan,Detroit,"15000 block of Sussex",0,1,N/A,42.347021,-83.060184,0.33,place,,,,,Detroit,MI,"Wayne County",48201,US,"TIGER/Line® dataset from the US Census Bureau"
1015948,"December 28, 2017",Texas,Greenville,"4200 block of Pickett St",1,0,N/A,33.189011,-96.10887,0.33,place,,,,,Greenville,TX,"Hunt County",75401,US,"TIGER/Line® dataset from the US Census Bureau"
1015986,"December 28, 2017",Arizona,Phoenix,"35th Ave and Buckeye Rd",0,1,N/A,33.436889,-112.134629,0.8,intersection,,"Buckeye Rd",,,Phoenix,AZ,"Maricopa County",85009,US,"TIGER/Line® dataset from the US Census Bureau"
1016769,"December 28, 2017",Connecticut,Bridgeport,"Lafayette Blvd",0,0,N/A,41.175116,-73.19236,1,street_center,,"Lafayette Blvd",,,Bridgeport,CT,"Fairfield County",06604,US,"TIGER/Line® dataset from the US Census Bureau"
1016751,"December 28, 2017",Texas,"El Paso","425 Redd Rd",0,0,N/A,31.860637,-106.595663,0.78,nearest_rooftop_match,415,"W Redd Rd",,,"El Paso",TX,"El Paso County",79932,US,"El Paso"
1016739,"December 28, 2017",Massachusetts,Lowell,"Suffolk St",0,0,N/A,42.644783,-71.317162,1,street_center,,"Suffolk St",,,Lowell,MA,"Middlesex County",01854,US,"TIGER/Line® dataset from the US Census Bureau"
1016018,"December 28, 2017",Missouri,Independence,"1400 block of N Osage St",1,0,N/A,39.107798,-94.409828,0.33,place,,,,,Independence,MO,"Jackson County",64050,US,"TIGER/Line® dataset from the US Census Bureau"
1015636,"December 27, 2017",Kansas,Lawrence,"2310 W 26th St",1,0,N/A,38.936283,-95.265069,1,rooftop,2310,"W 26th St",,,Lawrence,KS,"Douglas County",66047,US,Douglas
1015568,"December 27, 2017",Ohio,Cincinnati,"7701 Reading Rd",1,0,N/A,39.201743,-84.456398,1,rooftop,7701,"Reading Rd",,,Cincinnati,OH,"Hamilton County",45237,US,Hamilton
1015322,"December 27, 2017",Florida,Miami,"4640 NW 23rd Ct",0,1,N/A,25.817453,-80.236002,0.9,rooftop,4640,"NW 23rd Ct",,,Miami,FL,"Miami-Dade County",33142,US,Miami
1015318,"December 27, 2017",Florida,"Fort Lauderdale","NW 13th St and 4th Ave",0,1,N/A,26.300131,-80.097282,0.8,intersection,,"SE 13th Dr",,,"Deerfield Beach",FL,"Broward County",33441,US,"TIGER/Line® dataset from the US Census Bureau"
1015142,"December 27, 2017",Tennessee,Chattanooga,"1222 Cypress St Ct",0,2,N/A,35.043135,-85.317328,1,rooftop,1222,"Cypress Street Ct",,,Chattanooga,TN,"Hamilton County",37402,US,Hamilton
1015290,"December 27, 2017",Colorado,"Colorado Springs","3020 N Nevada Ave",1,0,N/A,38.875941,-104.821809,1,rooftop,3020,"N Nevada Ave",,,"Colorado Springs",CO,"El Paso County",80907,US,Statewide
1015303,"December 27, 2017",Florida,"Vero Beach","7800 Block of 1st St SW",0,0,N/A,27.638005,-80.40294,0.33,place,,,,,"Vero Beach",FL,"Indian River County",32960,US,"TIGER/Line® dataset from the US Census Bureau"
1015298,"December 27, 2017",Connecticut,Bridgeport,CT-8,0,1,N/A,41.198785,-73.19387,0.6,street_center,,"CT 8",,,Bridgeport,CT,"Fairfield County",06604,US,"TIGER/Line® dataset from the US Census Bureau"
1020043,"December 27, 2017",Louisiana,Gretna,"100 block of Friedrichs Road",0,1,N/A,29.911385,-90.055722,0.33,place,,,,,Gretna,LA,"Jefferson Parish",70053,US,"TIGER/Line® dataset from the US Census Bureau"
1019483,"December 27, 2017",Arkansas,"Siloam Springs","River Valley Rd",0,0,N/A,36.152738,-94.484278,1,street_center,,"River Valley Rd",,,"Siloam Springs",AR,"Benton County",72761,US,"TIGER/Line® dataset from the US Census Bureau"
1016087,"December 27, 2017",Texas,"San Antonio","5000 block of Sunset Glade",2,0,N/A,29.468413,-98.528889,0.33,place,,,,,"San Antonio",TX,"Bexar County",78201,US,"TIGER/Line® dataset from the US Census Bureau"
1015033,"December 27, 2017","District of Columbia",Washington,"11th St NW and U St NW",0,1,N/A,38.916998,-77.027037,1,intersection,,"11th St NW",,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
1015216,"December 27, 2017",Massachusetts,Boston,"Shawmut Ave and Lenox St",0,0,N/A,42.335933,-71.080117,1,intersection,,"Lenox St",,,Boston,MA,"Suffolk County",02118,US,"TIGER/Line® dataset from the US Census Bureau"
1018793,"December 27, 2017","New York",Buffalo,"French St",0,0,N/A,42.910532,-78.830875,1,street_center,,"French St",,,Buffalo,NY,"Erie County",14211,US,"TIGER/Line® dataset from the US Census Bureau"
1015022,"December 27, 2017","District of Columbia",Washington,"1860 Bryant St NE",1,0,N/A,38.921713,-76.977117,1,rooftop,1860,"Bryant St NE",,,Washington,DC,"District of Columbia",20018,US,Statewide
1015021,"December 27, 2017","District of Columbia",Washington,"600 block of H St NW",0,0,N/A,38.911936,-77.016719,0.33,place,,,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
1021284,"December 27, 2017",Oregon,Brookings,"17700 block of Gardner Ridge Rd",0,0,N/A,42.05,-124.28333,0.33,place,,,,,Brookings,OR,"Curry County",97415,US,"TIGER/Line® dataset from the US Census Bureau"
1015666,"December 27, 2017",Nevada,"Las Vegas","3750 E Bonanza Rd",2,2,N/A,36.175366,-115.094257,1,rooftop,3750,"E Bonanza Rd",,,"Las Vegas",NV,"Clark County",89110,US,"Las Vegas"
1021806,"December 27, 2017",Massachusetts,Auburn,"10 White Terrace",0,1,N/A,42.225513,-71.841022,1,rooftop,10,"White Ter",,,Auburn,MA,"Worcester County",01501,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
1015414,"December 27, 2017",Pennsylvania,Phoenixville,"218 Nutt Rd",1,0,N/A,40.124968,-75.517099,1,rooftop,218,"Nutt Rd",,,Phoenixville,PA,"Chester County",19460,US,Chester
1016459,"December 27, 2017",Nebraska,Omaha,"6015 Binney St",0,0,N/A,41.285644,-96.005482,1,rooftop,6015,"Binney St",,,Omaha,NE,"Douglas County",68104,US,Douglas
1015275,"December 27, 2017",Virginia,Chester,"Rivers Bend Blvd and Sunset Blvd",1,0,N/A,37.353097,-77.355553,1,intersection,,"Rivers Bend Blvd",,,Chester,VA,"Chesterfield County",23836,US,"TIGER/Line® dataset from the US Census Bureau"
1017931,"December 27, 2017",Colorado,"Mesa (county)",N/A,0,0,N/A,39.14932,-108.169723,1,place,,,,,Mesa,CO,"Mesa County",81643,US,"TIGER/Line® dataset from the US Census Bureau"
1016587,"December 27, 2017",Louisiana,Hammond,"University Avenue",0,0,N/A,30.51934,-90.480324,0.78,street_center,,"W University Ave",,,Hammond,LA,"Tangipahoa Parish",70401,US,"TIGER/Line® dataset from the US Census Bureau"
1015846,"December 27, 2017",California,Stockton,"5000 Block of Pier Dr",0,0,N/A,37.672196,-121.298794,0.33,place,,,,,Stockton,CA,"San Joaquin County",95201,US,"TIGER/Line® dataset from the US Census Bureau"
1015349,"December 27, 2017",Florida,Ocala,"800 block of NW 4th St",0,2,N/A,29.198907,-82.087425,0.33,place,,,,,Ocala,FL,"Marion County",34470,US,"TIGER/Line® dataset from the US Census Bureau"
1015840,"December 27, 2017",California,Stockton,"4500 Block of Sydney Lane",0,0,N/A,37.672196,-121.298794,0.33,place,,,,,Stockton,CA,"San Joaquin County",95201,US,"TIGER/Line® dataset from the US Census Bureau"
1015839,"December 27, 2017","New Jersey",Morristown,"Jersey Ave",0,0,N/A,40.807849,-74.47463,1,street_center,,"Jersey Ave",,,Morristown,NJ,"Morris County",07960,US,"TIGER/Line® dataset from the US Census Bureau"
1015333,"December 27, 2017",Missouri,Fulton,"500 block of E 10th St",0,0,N/A,38.830203,-91.966756,0.33,place,,,,,Fulton,MO,"Callaway County",65251,US,"TIGER/Line® dataset from the US Census Bureau"
1015371,"December 27, 2017",Colorado,Peyton,"6000 Fieldview Way",0,0,N/A,38.921451,-104.529774,0.6,street_center,,"Fieldview Way",,,Peyton,CO,"El Paso County",80831,US,"TIGER/Line® dataset from the US Census Bureau"
1015819,"December 27, 2017",California,Lancaster,"44021 15th St E",0,1,N/A,34.684287,-118.103747,1,range_interpolation,44021,"15th St E",,,Lancaster,CA,"Los Angeles County",93535,US,"TIGER/Line® dataset from the US Census Bureau"
1016289,"December 27, 2017",Pennsylvania,Philadelphia,"N 30th St and W Clementine St",0,2,N/A,40.003921,-75.178687,1,intersection,,"N 30th St",,,Philadelphia,PA,"Philadelphia County",19132,US,"TIGER/Line® dataset from the US Census Bureau"
1015592,"December 27, 2017",Alabama,Birmingham,N/A,0,1,N/A,33.456412,-86.801904,1,place,,,,,Birmingham,AL,"Jefferson County",35201,US,"TIGER/Line® dataset from the US Census Bureau"
1015353,"December 27, 2017",Kansas,Wichita,"700 block of N Gilda St",0,1,N/A,37.651774,-97.329379,0.66,nearest_rooftop_match,722,"E Blake St",,,Wichita,KS,"Sedgwick County",67211,US,"City of Wichita"
1015807,"December 27, 2017",California,Smartsville,"10000 block of Peardon Rd",0,0,N/A,0,0,0,,,,,,,,,,,
1015165,"December 27, 2017",Tennessee,Jackson,"1849 US Hwy 45",0,1,N/A,35.657437,-88.854294,1,rooftop,1849,"Hwy 45th Byp",,,Jackson,TN,"Madison County",38305,US,Statewide
1016158,"December 27, 2017",California,"San Jose","2500 block of Van Winkle Ln",1,0,N/A,37.346608,-121.909871,0.33,place,,,,,"San Jose",CA,"Santa Clara County",95110,US,"TIGER/Line® dataset from the US Census Bureau"
1058036,"December 27, 2017","New Jersey",Trenton,"Cleveland Ave",0,1,N/A,40.225256,-74.735232,1,street_center,,"Cleveland Ave",,,Trenton,NJ,"Mercer County",08609,US,"TIGER/Line® dataset from the US Census Bureau"
1015148,"December 27, 2017",Oklahoma,"Oklahoma City","NW 10th St",0,1,N/A,35.478626,-97.582021,1,street_center,,"NW 10th St",,,"Oklahoma City",OK,"Oklahoma County",73107,US,"TIGER/Line® dataset from the US Census Bureau"
1019736,"December 27, 2017",Florida,Clermont,"Olympia Ct",0,1,N/A,28.411376,-81.69492,1,street_center,,"Olympia Ct",,,Clermont,FL,"Lake County",34714,US,"TIGER/Line® dataset from the US Census Bureau"
1016063,"December 27, 2017",Missouri,"Saint Louis","5700 block of Goodfellow Pl",1,0,N/A,38.631501,-90.19231,0.33,place,,,,,"Saint Louis",MO,"St. Louis City",63101,US,"TIGER/Line® dataset from the US Census Bureau"
1015780,"December 27, 2017",Kentucky,Lexington,"7th St and Broadway",0,0,N/A,38.057949,-84.487025,0.79,intersection,,"N Broadway Rd",,,Lexington,KY,"Fayette County",40508,US,"TIGER/Line® dataset from the US Census Bureau"
1015866,"December 27, 2017",Illinois,Peoria,"S Stanley St and W Garden St",0,0,N/A,40.675728,-89.630703,0.98,intersection,,"S Stanley St",,,Peoria,IL,"Peoria County",61605,US,"TIGER/Line® dataset from the US Census Bureau"
1015778,"December 27, 2017",Iowa,"Iowa City","Tracy Ln and Taylor Dr",0,0,N/A,41.639776,-91.518285,0.9,intersection,,"Taylor Dr",,,"Iowa City",IA,"Johnson County",52240,US,"TIGER/Line® dataset from the US Census Bureau"
1016160,"December 27, 2017",California,"Spring Valley","Concepcion Ave and San Francisco St",1,0,N/A,32.709797,-116.999966,1,intersection,,"Concepcion Ave",,,"Spring Valley",CA,"San Diego County",91977,US,"TIGER/Line® dataset from the US Census Bureau"
1019345,"December 27, 2017",Louisiana,Metairie,"Lime St",0,1,N/A,30.007955,-90.188413,1,street_center,,"Lime St",,,Metairie,LA,"Jefferson Parish",70001,US,"TIGER/Line® dataset from the US Census Bureau"
1019827,"December 27, 2017",California,"San Francisco","100 block of Eddy St",0,1,N/A,37.776646,-122.417481,0.33,place,,,,,"San Francisco",CA,"San Francisco County",94101,US,"TIGER/Line® dataset from the US Census Bureau"
1019339,"December 27, 2017",Connecticut,Burlington,"Main St",0,0,N/A,40.151525,-74.645084,0.6,street_center,,"Main St",,,Crosswicks,NJ,"Burlington County",08515,US,"TIGER/Line® dataset from the US Census Bureau"
1015466,"December 27, 2017",Illinois,Chicago,N/A,0,1,N/A,41.88531,-87.62213,1,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
1017926,"December 27, 2017",Oklahoma,Blanchard,N/A,0,0,N/A,35.13784,-97.65809,1,place,,,,,Blanchard,OK,"McClain County",73010,US,"TIGER/Line® dataset from the US Census Bureau"
1019331,"December 27, 2017",Georgia,Athens,"Pinehurst Ct",0,0,N/A,33.968205,-83.447801,1,street_center,,"Pinehurst Ct",,,Athens,GA,"Clarke County",30606,US,"TIGER/Line® dataset from the US Census Bureau"
1015575,"December 27, 2017",Ohio,Youngstown,"500 block of W Glenaven Ave",0,0,N/A,41.017082,-80.802854,0.33,place,,,,,Youngstown,OH,"Mahoning County",44501,US,"TIGER/Line® dataset from the US Census Bureau"
1015769,"December 27, 2017",Maryland,Baltimore,"3000 block of Bel Air Rd",0,1,N/A,39.296536,-76.623489,0.33,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1016432,"December 27, 2017",Louisiana,Carencro,"800 block of Highway 1252",1,0,N/A,30.31714,-92.04901,0.33,place,,,,,Carencro,LA,"Lafayette Parish",70520,US,"TIGER/Line® dataset from the US Census Bureau"
1014976,"December 27, 2017",Louisiana,Monroe,"Hwy 80 and LA-139",0,1,N/A,32.529009,-92.03434,0.8,intersection,,"State Rte 139",,,Monroe,LA,"Ouachita Parish",71203,US,"TIGER/Line® dataset from the US Census Bureau"
1015738,"December 27, 2017",Washington,Marysville,"6900 block of 37th Pl NE",0,1,N/A,48.049576,-122.161951,0.33,place,,,,,Marysville,WA,"Snohomish County",98270,US,"TIGER/Line® dataset from the US Census Bureau"
1024177,"December 27, 2017",Pennsylvania,Levittown,"Junewood Rd",0,0,N/A,40.133144,-74.834637,0.87,street_center,,"Junewood Dr",,,Levittown,PA,"Bucks County",19055,US,"TIGER/Line® dataset from the US Census Bureau"
1015476,"December 27, 2017",Illinois,Chicago,"4800 S Michigan Ave",1,0,N/A,41.80724,-87.623269,1,rooftop,4800,"S Michigan Ave",,,Chicago,IL,"Cook County",60615,US,"City of Chicago"
1015471,"December 27, 2017",Illinois,Chicago,"400 N Springfield Ave",1,0,N/A,41.888392,-87.723456,1,range_interpolation,400,"N Springfield Ave",,,Chicago,IL,"Cook County",60624,US,"TIGER/Line® dataset from the US Census Bureau"
1015726,"December 27, 2017","New Mexico",Hobbs,"200 block of N Denson",0,1,N/A,32.703708,-103.485112,0.33,place,,,,,Hobbs,NM,"Lea County",88240,US,"TIGER/Line® dataset from the US Census Bureau"
1016232,"December 27, 2017",Texas,Houston,"3621 Mainer St",0,1,N/A,29.684932,-95.370708,1,rooftop,3621,"Mainer St",,,Houston,TX,"Harris County",77021,US,"Greater Houston"
1015767,"December 27, 2017",Maryland,Baltimore,"200 block of N Monastery Ave",1,0,N/A,39.296536,-76.623489,0.33,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1038289,"December 27, 2017",California,"Seaside (Sand City)","West Bay St",0,1,N/A,43.599822,-84.145781,0.6,street_center,,"W Bis Rd",,,Midland,MI,"Bay County",48642,US,"TIGER/Line® dataset from the US Census Bureau"
1015407,"December 27, 2017","South Carolina","Adams Run","6100 block of Parkers Ferry Rd",0,0,N/A,32.779028,-80.328772,0.33,place,,,,,"Adams Run",SC,"Charleston County",29426,US,"TIGER/Line® dataset from the US Census Bureau"
1015345,"December 27, 2017",Kansas,Wichita,"S Hydraulic Ave and E Harry St",0,0,N/A,37.664442,-97.317185,0.8,intersection,,"E Harry St",,,Wichita,KS,"Sedgwick County",67211,US,"TIGER/Line® dataset from the US Census Bureau"
1016199,"December 27, 2017","North Carolina",Charlotte,"Wendover Rd and Monroe Rd",0,1,N/A,35.196715,-80.79127,0.59,intersection,,"Monroe Rd",,,Charlotte,NC,"Mecklenburg County",28205,US,"TIGER/Line® dataset from the US Census Bureau"
1014859,"December 27, 2017",Ohio,Dayton,"3600 block of Michigan Ave",0,1,N/A,39.750471,-84.268593,0.33,place,,,,,Dayton,OH,"Montgomery County",45401,US,"TIGER/Line® dataset from the US Census Bureau"
1015754,"December 27, 2017",Delaware,Dover,"Martin Luther King Blvd",0,0,N/A,47.488292,-122.259127,0.52,street_center,,"Martin Luther King Jr Way",,,Seattle,WA,"King County",98178,US,"TIGER/Line® dataset from the US Census Bureau"
1015364,"December 27, 2017",Kansas,Lawrence,"2500 block of W 31st St",0,0,N/A,39.023294,-95.208909,0.33,place,,,,,Lawrence,KS,"Douglas County",66044,US,"TIGER/Line® dataset from the US Census Bureau"
1015008,"December 27, 2017",Alabama,Mobile,"3170 Dauphin Street",1,0,N/A,30.691021,-88.119729,1,rooftop,3170,"Dauphin St",,,Mobile,AL,"Mobile County",36606,US,"City of Mobile"
1923540,"December 27, 2017",Pennsylvania,Philadelphia,"1600 block of N 23rd St",0,1,N/A,40.001811,-75.11787,0.33,place,,,,,Philadelphia,PA,"Philadelphia County",19101,US,"TIGER/Line® dataset from the US Census Bureau"
1015740,"December 27, 2017",Delaware,Wilmington,"200 block of S Madison St",0,1,N/A,39.727113,-75.547844,0.33,place,,,,,Wilmington,DE,"New Castle County",19801,US,"TIGER/Line® dataset from the US Census Bureau"
1016389,"December 27, 2017","North Carolina",Fayetteville,"2100 block of Buckhorn Rd",0,0,N/A,35.0748,-78.884257,0.33,place,,,,,Fayetteville,NC,"Cumberland County",28301,US,"TIGER/Line® dataset from the US Census Bureau"
1015625,"December 27, 2017",Alabama,"Phenix City","100 block of Ware Rd",1,0,N/A,32.495317,-85.024588,0.33,place,,,,,"Phenix City",AL,"Russell County",36867,US,"TIGER/Line® dataset from the US Census Bureau"
1015305,"December 27, 2017",Wisconsin,"Milwaukee (Shorewood)","3900 block of N Maryland Ave",0,0,N/A,43.089179,-87.887585,0.3,place,,,,,Shorewood,WI,"Milwaukee County",53211,US,"TIGER/Line® dataset from the US Census Bureau"
1015724,"December 27, 2017",Delaware,Newark,"1232 Capitol Trl",0,1,N/A,39.696623,-75.710565,1,rooftop,1232,"Capitol Trl",,,Newark,DE,"New Castle County",19711,US,"New Castle"
1016260,"December 27, 2017",Pennsylvania,Carlisle,"50 block of McBride Ave",0,0,N/A,40.178406,-77.196352,0.9,rooftop,50,"Bullock Cir",,,Carlisle,PA,"Cumberland County",17015,US,Cumberland
1015603,"December 27, 2017",Florida,Orlando,"4700 Cason Cove Dr",0,1,N/A,28.498445,-81.441217,1,rooftop,4700,"Cason Cove Dr",,,Orlando,FL,"Orange County",32811,US,"Orange County"
1015601,"December 27, 2017",California,Visalia,"Grandview Ave and Ave 324",0,0,N/A,36.378316,-119.293499,0.65,intersection,,"Ave 324",,,Visalia,CA,"Tulare County",93291,US,"TIGER/Line® dataset from the US Census Bureau"
1017569,"December 27, 2017",Pennsylvania,Chester,"777 Harrah's Blvd",0,1,N/A,39.850009,-75.347524,1,rooftop,777,"Harrahs Blvd",,,Chester,PA,"Delaware County",19013,US,Delaware
1016215,"December 27, 2017",Illinois,Chicago,"700 block of W 48th Pl",0,1,N/A,41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
1015590,"December 27, 2017","South Carolina",Hartsville,"Lake View Blvd",0,1,N/A,36.16342,-89.44139,0.52,street_center,,"Lake Rd",,,Ridgely,TN,"Dyer County",38080,US,"TIGER/Line® dataset from the US Census Bureau"
1020338,"December 27, 2017","North Carolina",Ramseur,"Log Cabin Rd",0,0,N/A,35.608646,-79.596689,1,street_center,,"Log Cabin Rd",,,Ramseur,NC,"Randolph County",27316,US,"TIGER/Line® dataset from the US Census Bureau"
1016492,"December 27, 2017",Idaho,Wilder,N/A,0,0,N/A,43.657855,-116.919629,1,place,,,,,Wilder,ID,"Canyon County",83676,US,"TIGER/Line® dataset from the US Census Bureau"
1016308,"December 27, 2017",Pennsylvania,"Union City","N Main and Holden Rd",0,0,N/A,41.941617,-79.845963,0.33,place,,,,,"Union City",PA,"Erie County",16438,US,"TIGER/Line® dataset from the US Census Bureau"
1014862,"December 27, 2017",Texas,Killeen,"2700 block of Roadrunner Dr",0,2,N/A,31.085833,-97.357099,0.33,place,,,,,Killeen,TX,"Bell County",76540,US,"TIGER/Line® dataset from the US Census Bureau"
1031612,"December 27, 2017",Texas,Midland,"2300 Camp Rd",0,1,N/A,31.97358,-102.078229,0.87,rooftop,2300,"Camp Dr",,,Midland,TX,"Midland County",79701,US,Midland
1017155,"December 27, 2017",Louisiana,"New Orleans","4300 block of Jeanne Marie Pl",0,0,N/A,29.958304,-90.077,0.33,place,,,,,"New Orleans",LA,"Orleans Parish",70112,US,"TIGER/Line® dataset from the US Census Bureau"
1015329,"December 27, 2017",Florida,Miami,"NE Miami Pl and NE 57th St",1,0,N/A,25.827921,-80.194762,0.94,intersection,,"NE 57th St",,,Miami,FL,"Miami-Dade County",33137,US,"TIGER/Line® dataset from the US Census Bureau"
1015571,"December 27, 2017",Ohio,Cleveland,"1000 block of Eddy Rd",0,1,N/A,41.489381,-81.667486,0.33,place,,,,,Cleveland,OH,"Cuyahoga County",44101,US,"TIGER/Line® dataset from the US Census Bureau"
1016134,"December 27, 2017",Pennsylvania,Philadelphia,"Nedro St and Opal St",1,0,N/A,40.043642,-75.153224,0.8,intersection,,"N Opal St",,,Philadelphia,PA,"Philadelphia County",19141,US,"TIGER/Line® dataset from the US Census Bureau"
